grid_id	lat1	lon1	avg_speed	start	end	total	4G	3G	2G	nos	4gd	3gd	2gd	nosd	static	full_mobile	tunnel
continuous	continuous	continuous	continuous	time	time	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	discrete	discrete
																	
12430.0	58.518278	6.29469	84.0808	2014-11-02 16:57:46	2014-11-02 16:57:46	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0	1	0
12740.0	58.536259	6.29469	89.0547428571	2014-11-02 16:57:56	2014-11-02 16:58:56	7.0	0.0	0.0	6.0	1.0	0.0	0.0	85.0	14.0	0	1	0
12737.0	58.536259	6.195861	81.8584	2014-11-02 17:03:06	2014-11-02 17:03:16	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	100.0	0	1	1
12736.0	58.536259	6.162918	81.2410666667	2014-11-02 17:03:46	2014-11-02 17:05:26	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	100.0	0	1	1
12735.0	58.536259	6.129975	77.0432	2014-11-02 17:05:36	2014-11-02 17:05:36	1.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0	1	0
12425.0	58.518278	6.129975	81.7658	2014-11-02 17:05:46	2014-11-02 17:06:56	8.0	0.0	0.0	8.0	0.0	0.0	0.0	100.0	0.0	0	1	0
12424.0	58.518278	6.097032	97.23	2014-11-02 17:08:06	2014-11-02 17:08:26	3.0	0.0	0.0	3.0	0.0	0.0	0.0	100.0	0.0	0	1	1
12113.0	58.500297	6.064089	97.7856	2014-11-02 17:08:56	2014-11-02 17:08:56	1.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0	1	0
12112.0	58.500297	6.031146	81.8584	2014-11-02 17:11:36	2014-11-02 17:11:46	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	100.0	0	1	0
11802.0	58.482315	6.031146	84.0543428571	2014-11-02 17:11:56	2014-11-02 17:12:56	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	100.0	0	1	0
11181.0	58.446352	5.998203	25.0946	2014-11-02 17:18:06	2014-11-02 17:18:16	2.0	0.0	2.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
11180.0	58.446352	5.96526	51.7634	2014-11-02 17:18:26	2014-11-02 17:18:56	4.0	0.0	4.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
11489.0	58.464334	5.932318	100.325485714	2014-11-02 17:20:56	2014-11-02 17:21:56	7.0	0.0	6.0	0.0	1.0	0.0	85.0	0.0	14.0	0	1	1
11488.0	58.464334	5.899375	72.9688	2014-11-02 17:22:06	2014-11-02 17:23:06	3.0	0.0	0.0	2.0	1.0	0.0	0.0	66.0	33.0	0	1	1
11798.0	58.482315	5.899375	102.6008	2014-11-02 17:23:16	2014-11-02 17:23:16	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0	1	0
11797.0	58.482315	5.866432	89.9146	2014-11-02 17:23:26	2014-11-02 17:24:46	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	100.0	0	1	1
11796.0	58.482315	5.833489	96.4892	2014-11-02 17:24:56	2014-11-02 17:26:06	2.0	0.0	1.0	0.0	1.0	0.0	50.0	0.0	50.0	0	1	0
11795.0	58.482315	5.800546	91.9209333333	2014-11-02 17:26:16	2014-11-02 17:27:06	6.0	0.0	1.0	0.0	5.0	0.0	16.0	0.0	83.0	0	1	0
12105.0	58.500297	5.800546	77.4753333333	2014-11-02 17:27:16	2014-11-02 17:28:36	9.0	0.0	5.0	4.0	0.0	0.0	55.0	44.0	0.0	0	1	1
12415.0	58.518278	5.800546	90.0998	2014-11-02 17:28:46	2014-11-02 17:28:56	2.0	0.0	0.0	2.0	0.0	0.0	0.0	100.0	0.0	0	1	0
12414.0	58.518278	5.767603	97.3689	2014-11-02 17:29:06	2014-11-02 17:30:16	8.0	2.0	4.0	2.0	0.0	25.0	50.0	25.0	0.0	0	1	1
12413.0	58.518278	5.73466	117.4168	2014-11-02 17:30:26	2014-11-02 17:30:26	1.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0	1	0
12723.0	58.536259	5.73466	117.540266667	2014-11-02 17:30:36	2014-11-02 17:30:56	3.0	0.0	0.0	1.0	2.0	0.0	0.0	33.0	66.0	0	1	0
17682.0	58.823962	5.701717	39.0772	2014-11-02 17:57:16	2014-11-02 17:57:16	1.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
17992.0	58.841943	5.701717	38.5010222222	2014-11-02 17:57:26	2014-11-02 17:58:46	9.0	0.0	9.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
17993.0	58.841943	5.73466	26.03912	2014-11-02 17:58:56	2014-11-02 18:01:16	15.0	0.0	15.0	0.0	0.0	0.0	100.0	0.0	0.0	1	0	0
18303.0	58.859925	5.73466	94.7812444444	2014-11-02 18:01:26	2014-11-02 18:02:46	9.0	0.0	9.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
18613.0	58.877906	5.73466	94.7761	2014-11-02 18:02:56	2014-11-02 18:04:06	8.0	0.0	8.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
18923.0	58.895887	5.73466	91.00728	2014-11-02 18:04:16	2014-11-02 18:04:56	5.0	0.0	5.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
18922.0	58.895887	5.701717	71.302	2014-11-02 18:05:06	2014-11-02 18:05:26	3.0	0.0	3.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
19232.0	58.913869	5.701717	94.0816	2014-11-02 18:08:06	2014-11-02 18:08:06	1.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
19233.0	58.913869	5.73466	94.85944	2014-11-02 18:08:16	2014-11-02 18:09:06	5.0	0.0	5.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
19543.0	58.93185	5.73466	94.1742	2014-11-02 18:09:16	2014-11-02 18:10:26	8.0	0.0	8.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	0
19853.0	58.949832	5.73466	46.59632	2014-11-02 18:10:36	2014-11-02 18:12:56	15.0	0.0	15.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	1
19852.0	58.949832	5.701717	5.4634	2014-11-02 18:13:06	2014-11-02 18:13:36	4.0	0.0	4.0	0.0	0.0	0.0	100.0	0.0	0.0	0	1	1
